Id,Id2,Geography,pop,moe
1400000US42003140800,42003140800,"Census Tract 1408, Allegheny County, Pennsylvania",4712,279
1400000US42003141000,42003141000,"Census Tract 1410, Allegheny County, Pennsylvania",1009,81
1400000US42003141100,42003141100,"Census Tract 1411, Allegheny County, Pennsylvania",1286,99
1400000US42003141300,42003141300,"Census Tract 1413, Allegheny County, Pennsylvania",5234,479
1400000US42003141400,42003141400,"Census Tract 1414, Allegheny County, Pennsylvania",5510,509
1400000US42003151600,42003151600,"Census Tract 1516, Allegheny County, Pennsylvania",2603,246
1400000US42003151700,42003151700,"Census Tract 1517, Allegheny County, Pennsylvania",4862,386
1400000US42003160800,42003160800,"Census Tract 1608, Allegheny County, Pennsylvania",2751,328
1400000US42003160900,42003160900,"Census Tract 1609, Allegheny County, Pennsylvania",3323,428
1400000US42003170200,42003170200,"Census Tract 1702, Allegheny County, Pennsylvania",3496,485
1400000US42003170600,42003170600,"Census Tract 1706, Allegheny County, Pennsylvania",1921,390
1400000US42003180300,42003180300,"Census Tract 1803, Allegheny County, Pennsylvania",2624,368
1400000US42003180700,42003180700,"Census Tract 1807, Allegheny County, Pennsylvania",2210,189
1400000US42003190300,42003190300,"Census Tract 1903, Allegheny County, Pennsylvania",1943,187
1400000US42003191100,42003191100,"Census Tract 1911, Allegheny County, Pennsylvania",2568,262
1400000US42003191400,42003191400,"Census Tract 1914, Allegheny County, Pennsylvania",2645,220
1400000US42003191500,42003191500,"Census Tract 1915, Allegheny County, Pennsylvania",1971,297
1400000US42003191600,42003191600,"Census Tract 1916, Allegheny County, Pennsylvania",4641,370
1400000US42003191700,42003191700,"Census Tract 1917, Allegheny County, Pennsylvania",3691,308
1400000US42003191800,42003191800,"Census Tract 1918, Allegheny County, Pennsylvania",5257,425
1400000US42003191900,42003191900,"Census Tract 1919, Allegheny County, Pennsylvania",2044,200
1400000US42003192000,42003192000,"Census Tract 1920, Allegheny County, Pennsylvania",3586,323
1400000US42003202200,42003202200,"Census Tract 2022, Allegheny County, Pennsylvania",2478,239
1400000US42003202300,42003202300,"Census Tract 2023, Allegheny County, Pennsylvania",4132,280
1400000US42003210700,42003210700,"Census Tract 2107, Allegheny County, Pennsylvania",1838,212
1400000US42003220600,42003220600,"Census Tract 2206, Allegheny County, Pennsylvania",1526,155
1400000US42003240600,42003240600,"Census Tract 2406, Allegheny County, Pennsylvania",2401,273
1400000US42003241200,42003241200,"Census Tract 2412, Allegheny County, Pennsylvania",777,119
1400000US42003250300,42003250300,"Census Tract 2503, Allegheny County, Pennsylvania",1386,278
1400000US42003250700,42003250700,"Census Tract 2507, Allegheny County, Pennsylvania",830,200
1400000US42003250900,42003250900,"Census Tract 2509, Allegheny County, Pennsylvania",1313,172
1400000US42003260200,42003260200,"Census Tract 2602, Allegheny County, Pennsylvania",2022,174
1400000US42003260700,42003260700,"Census Tract 2607, Allegheny County, Pennsylvania",2102,289
1400000US42003260900,42003260900,"Census Tract 2609, Allegheny County, Pennsylvania",1380,329
1400000US42003261200,42003261200,"Census Tract 2612, Allegheny County, Pennsylvania",1168,88
1400000US42003261400,42003261400,"Census Tract 2614, Allegheny County, Pennsylvania",1878,315
1400000US42003261500,42003261500,"Census Tract 2615, Allegheny County, Pennsylvania",1575,205
1400000US42003262000,42003262000,"Census Tract 2620, Allegheny County, Pennsylvania",2486,441
1400000US42003270100,42003270100,"Census Tract 2701, Allegheny County, Pennsylvania",2455,236
1400000US42003270300,42003270300,"Census Tract 2703, Allegheny County, Pennsylvania",2088,179
1400000US42003270400,42003270400,"Census Tract 2704, Allegheny County, Pennsylvania",1530,394
1400000US42003270800,42003270800,"Census Tract 2708, Allegheny County, Pennsylvania",2801,179
1400000US42003271500,42003271500,"Census Tract 2715, Allegheny County, Pennsylvania",3159,307
1400000US42003281400,42003281400,"Census Tract 2814, Allegheny County, Pennsylvania",2288,194
1400000US42003281500,42003281500,"Census Tract 2815, Allegheny County, Pennsylvania",1444,130
1400000US42003290100,42003290100,"Census Tract 2901, Allegheny County, Pennsylvania",2119,161
1400000US42003290200,42003290200,"Census Tract 2902, Allegheny County, Pennsylvania",4048,399
1400000US42003290400,42003290400,"Census Tract 2904, Allegheny County, Pennsylvania",3889,322
1400000US42003300100,42003300100,"Census Tract 3001, Allegheny County, Pennsylvania",4194,527
1400000US42003310200,42003310200,"Census Tract 3102, Allegheny County, Pennsylvania",3465,255
1400000US42003310300,42003310300,"Census Tract 3103, Allegheny County, Pennsylvania",933,81
1400000US42003320400,42003320400,"Census Tract 3204, Allegheny County, Pennsylvania",2093,198
1400000US42003320600,42003320600,"Census Tract 3206, Allegheny County, Pennsylvania",2306,135
1400000US42003320700,42003320700,"Census Tract 3207, Allegheny County, Pennsylvania",1639,177
1400000US42003401100,42003401100,"Census Tract 4011, Allegheny County, Pennsylvania",4647,251
1400000US42003401200,42003401200,"Census Tract 4012, Allegheny County, Pennsylvania",3110,249
1400000US42003401300,42003401300,"Census Tract 4013, Allegheny County, Pennsylvania",2705,189
1400000US42003402000,42003402000,"Census Tract 4020, Allegheny County, Pennsylvania",3256,29
1400000US42003403500,42003403500,"Census Tract 4035, Allegheny County, Pennsylvania",4514,16
1400000US42003404000,42003404000,"Census Tract 4040, Allegheny County, Pennsylvania",1337,87
1400000US42003405000,42003405000,"Census Tract 4050, Allegheny County, Pennsylvania",1111,83
1400000US42003406000,42003406000,"Census Tract 4060, Allegheny County, Pennsylvania",2354,149
1400000US42003407001,42003407001,"Census Tract 4070.01, Allegheny County, Pennsylvania",4978,283
1400000US42003407002,42003407002,"Census Tract 4070.02, Allegheny County, Pennsylvania",6859,280
1400000US42003408001,42003408001,"Census Tract 4080.01, Allegheny County, Pennsylvania",5038,197
1400000US42003408002,42003408002,"Census Tract 4080.02, Allegheny County, Pennsylvania",6339,194
1400000US42003409000,42003409000,"Census Tract 4090, Allegheny County, Pennsylvania",11975,26
1400000US42003410000,42003410000,"Census Tract 4100, Allegheny County, Pennsylvania",1249,69
1400000US42003411000,42003411000,"Census Tract 4110, Allegheny County, Pennsylvania",7225,46
1400000US42003412001,42003412001,"Census Tract 4120.01, Allegheny County, Pennsylvania",8401,304
1400000US42003412002,42003412002,"Census Tract 4120.02, Allegheny County, Pennsylvania",5481,305
1400000US42003413100,42003413100,"Census Tract 4131, Allegheny County, Pennsylvania",7294,341
1400000US42003413201,42003413201,"Census Tract 4132.01, Allegheny County, Pennsylvania",3697,190
1400000US42003413202,42003413202,"Census Tract 4132.02, Allegheny County, Pennsylvania",2667,140
1400000US42003413300,42003413300,"Census Tract 4133, Allegheny County, Pennsylvania",4900,204
1400000US42003413400,42003413400,"Census Tract 4134, Allegheny County, Pennsylvania",4237,219
1400000US42003413500,42003413500,"Census Tract 4135, Allegheny County, Pennsylvania",5993,335
1400000US42003414101,42003414101,"Census Tract 4141.01, Allegheny County, Pennsylvania",5342,224
1400000US42003414102,42003414102,"Census Tract 4141.02, Allegheny County, Pennsylvania",7370,320
1400000US42003414200,42003414200,"Census Tract 4142, Allegheny County, Pennsylvania",5732,286
1400000US42003415001,42003415001,"Census Tract 4150.01, Allegheny County, Pennsylvania",4801,167
1400000US42003415002,42003415002,"Census Tract 4150.02, Allegheny County, Pennsylvania",2496,168
1400000US42003416000,42003416000,"Census Tract 4160, Allegheny County, Pennsylvania",1639,104
1400000US42003417100,42003417100,"Census Tract 4171, Allegheny County, Pennsylvania",2124,114
1400000US42003417200,42003417200,"Census Tract 4172, Allegheny County, Pennsylvania",1276,116
1400000US42003418000,42003418000,"Census Tract 4180, Allegheny County, Pennsylvania",1723,92
1400000US42003419000,42003419000,"Census Tract 4190, Allegheny County, Pennsylvania",2991,22
1400000US42003420000,42003420000,"Census Tract 4200, Allegheny County, Pennsylvania",1512,158
1400000US42003421100,42003421100,"Census Tract 4211, Allegheny County, Pennsylvania",4162,178
1400000US42003421200,42003421200,"Census Tract 4212, Allegheny County, Pennsylvania",4337,189
1400000US42003422000,42003422000,"Census Tract 4220, Allegheny County, Pennsylvania",5397,32
1400000US42003423000,42003423000,"Census Tract 4230, Allegheny County, Pennsylvania",2794,17
1400000US42003424000,42003424000,"Census Tract 4240, Allegheny County, Pennsylvania",3436,16
1400000US42003425000,42003425000,"Census Tract 4250, Allegheny County, Pennsylvania",3446,24
1400000US42003426300,42003426300,"Census Tract 4263, Allegheny County, Pennsylvania",6178,261
1400000US42003426400,42003426400,"Census Tract 4264, Allegheny County, Pennsylvania",4272,286
1400000US42003426700,42003426700,"Census Tract 4267, Allegheny County, Pennsylvania",2272,152
1400000US42003426800,42003426800,"Census Tract 4268, Allegheny County, Pennsylvania",5406,229
1400000US42003427000,42003427000,"Census Tract 4270, Allegheny County, Pennsylvania",3740,29
1400000US42003427100,42003427100,"Census Tract 4271, Allegheny County, Pennsylvania",5685,248
1400000US42003427200,42003427200,"Census Tract 4272, Allegheny County, Pennsylvania",4923,311
1400000US42003428100,42003428100,"Census Tract 4281, Allegheny County, Pennsylvania",1201,102
1400000US42003428200,42003428200,"Census Tract 4282, Allegheny County, Pennsylvania",2124,106
1400000US42003429100,42003429100,"Census Tract 4291, Allegheny County, Pennsylvania",2594,151
1400000US42003429201,42003429201,"Census Tract 4292.01, Allegheny County, Pennsylvania",4395,195
1400000US42003429202,42003429202,"Census Tract 4292.02, Allegheny County, Pennsylvania",4466,196
1400000US42003429300,42003429300,"Census Tract 4293, Allegheny County, Pennsylvania",5340,253
1400000US42003429400,42003429400,"Census Tract 4294, Allegheny County, Pennsylvania",4380,215
1400000US42003429500,42003429500,"Census Tract 4295, Allegheny County, Pennsylvania",4271,249
1400000US42003429600,42003429600,"Census Tract 4296, Allegheny County, Pennsylvania",3187,255
1400000US42003429700,42003429700,"Census Tract 4297, Allegheny County, Pennsylvania",2475,165
1400000US42003430100,42003430100,"Census Tract 4301, Allegheny County, Pennsylvania",1968,184
1400000US42003430200,42003430200,"Census Tract 4302, Allegheny County, Pennsylvania",4784,185
1400000US42003431100,42003431100,"Census Tract 4311, Allegheny County, Pennsylvania",3276,216
1400000US42003431400,42003431400,"Census Tract 4314, Allegheny County, Pennsylvania",1820,199
1400000US42003431500,42003431500,"Census Tract 4315, Allegheny County, Pennsylvania",3242,231
1400000US42003432300,42003432300,"Census Tract 4323, Allegheny County, Pennsylvania",1985,147
1400000US42003432400,42003432400,"Census Tract 4324, Allegheny County, Pennsylvania",2719,142
1400000US42003434000,42003434000,"Census Tract 4340, Allegheny County, Pennsylvania",1755,116
1400000US42003435000,42003435000,"Census Tract 4350, Allegheny County, Pennsylvania",2471,123
1400000US42003437000,42003437000,"Census Tract 4370, Allegheny County, Pennsylvania",5493,25
1400000US42003439000,42003439000,"Census Tract 4390, Allegheny County, Pennsylvania",1428,78
1400000US42003445500,42003445500,"Census Tract 4455, Allegheny County, Pennsylvania",3832,31
1400000US42003446000,42003446000,"Census Tract 4460, Allegheny County, Pennsylvania",1650,79
1400000US42003447000,42003447000,"Census Tract 4470, Allegheny County, Pennsylvania",1592,93
1400000US42003448000,42003448000,"Census Tract 4480, Allegheny County, Pennsylvania",1253,92
1400000US42003449000,42003449000,"Census Tract 4490, Allegheny County, Pennsylvania",2637,19
1400000US42003450700,42003450700,"Census Tract 4507, Allegheny County, Pennsylvania",3076,226
1400000US42003450800,42003450800,"Census Tract 4508, Allegheny County, Pennsylvania",2579,223
1400000US42003451101,42003451101,"Census Tract 4511.01, Allegheny County, Pennsylvania",3929,248
1400000US42003451102,42003451102,"Census Tract 4511.02, Allegheny County, Pennsylvania",5708,401
1400000US42003451104,42003451104,"Census Tract 4511.04, Allegheny County, Pennsylvania",3311,294
1400000US42003451105,42003451105,"Census Tract 4511.05, Allegheny County, Pennsylvania",4586,481
1400000US42003451300,42003451300,"Census Tract 4513, Allegheny County, Pennsylvania",7432,370
1400000US42003452000,42003452000,"Census Tract 4520, Allegheny County, Pennsylvania",5199,25
1400000US42003453003,42003453003,"Census Tract 4530.03, Allegheny County, Pennsylvania",2013,158
1400000US42003453004,42003453004,"Census Tract 4530.04, Allegheny County, Pennsylvania",7133,285
1400000US42003455000,42003455000,"Census Tract 4550, Allegheny County, Pennsylvania",1414,118
1400000US42003456001,42003456001,"Census Tract 4560.01, Allegheny County, Pennsylvania",3727,250
1400000US42003456003,42003456003,"Census Tract 4560.03, Allegheny County, Pennsylvania",6726,324
1400000US42003456004,42003456004,"Census Tract 4560.04, Allegheny County, Pennsylvania",4445,268
1400000US42003457100,42003457100,"Census Tract 4571, Allegheny County, Pennsylvania",1538,143
1400000US42003457200,42003457200,"Census Tract 4572, Allegheny County, Pennsylvania",3604,142
1400000US42003458000,42003458000,"Census Tract 4580, Allegheny County, Pennsylvania",7450,16
1400000US42003459101,42003459101,"Census Tract 4591.01, Allegheny County, Pennsylvania",1509,164
1400000US42003459102,42003459102,"Census Tract 4591.02, Allegheny County, Pennsylvania",5840,303
1400000US42003459201,42003459201,"Census Tract 4592.01, Allegheny County, Pennsylvania",6200,320
1400000US42003459202,42003459202,"Census Tract 4592.02, Allegheny County, Pennsylvania",690,49
1400000US42003460001,42003460001,"Census Tract 4600.01, Allegheny County, Pennsylvania",4439,183
1400000US42003460002,42003460002,"Census Tract 4600.02, Allegheny County, Pennsylvania",3400,174
1400000US42003461000,42003461000,"Census Tract 4610, Allegheny County, Pennsylvania",1088,63
1400000US42003462100,42003462100,"Census Tract 4621, Allegheny County, Pennsylvania",2809,210
1400000US42003462600,42003462600,"Census Tract 4626, Allegheny County, Pennsylvania",3542,210
1400000US42003463900,42003463900,"Census Tract 4639, Allegheny County, Pennsylvania",2663,217
1400000US42003464300,42003464300,"Census Tract 4643, Allegheny County, Pennsylvania",3310,33
1400000US42003464400,42003464400,"Census Tract 4644, Allegheny County, Pennsylvania",3425,218
1400000US42003465600,42003465600,"Census Tract 4656, Allegheny County, Pennsylvania",2334,176
1400000US42003465800,42003465800,"Census Tract 4658, Allegheny County, Pennsylvania",3597,178
1400000US42003468700,42003468700,"Census Tract 4687, Allegheny County, Pennsylvania",1739,161
1400000US42003468800,42003468800,"Census Tract 4688, Allegheny County, Pennsylvania",2407,185
1400000US42003468900,42003468900,"Census Tract 4689, Allegheny County, Pennsylvania",3814,205
1400000US42003469000,42003469000,"Census Tract 4690, Allegheny County, Pennsylvania",4542,22
1400000US42003470300,42003470300,"Census Tract 4703, Allegheny County, Pennsylvania",3886,207
1400000US42003470400,42003470400,"Census Tract 4704, Allegheny County, Pennsylvania",3071,149
1400000US42003470501,42003470501,"Census Tract 4705.01, Allegheny County, Pennsylvania",3728,278
1400000US42003470502,42003470502,"Census Tract 4705.02, Allegheny County, Pennsylvania",2954,216
1400000US42003470600,42003470600,"Census Tract 4706, Allegheny County, Pennsylvania",3378,229
1400000US42003471000,42003471000,"Census Tract 4710, Allegheny County, Pennsylvania",1321,89
1400000US42003472100,42003472100,"Census Tract 4721, Allegheny County, Pennsylvania",2460,167
1400000US42003472200,42003472200,"Census Tract 4722, Allegheny County, Pennsylvania",2405,151
1400000US42003472300,42003472300,"Census Tract 4723, Allegheny County, Pennsylvania",1788,135
1400000US42003472400,42003472400,"Census Tract 4724, Allegheny County, Pennsylvania",1912,107
1400000US42003473100,42003473100,"Census Tract 4731, Allegheny County, Pennsylvania",4297,213
1400000US42003473200,42003473200,"Census Tract 4732, Allegheny County, Pennsylvania",3118,206
1400000US42003473300,42003473300,"Census Tract 4733, Allegheny County, Pennsylvania",5672,378
1400000US42003473401,42003473401,"Census Tract 4734.01, Allegheny County, Pennsylvania",3665,218
1400000US42003473402,42003473402,"Census Tract 4734.02, Allegheny County, Pennsylvania",3852,174
1400000US42003473500,42003473500,"Census Tract 4735, Allegheny County, Pennsylvania",3934,232
1400000US42003473601,42003473601,"Census Tract 4736.01, Allegheny County, Pennsylvania",3902,227
1400000US42003473602,42003473602,"Census Tract 4736.02, Allegheny County, Pennsylvania",4645,290
1400000US42003474101,42003474101,"Census Tract 4741.01, Allegheny County, Pennsylvania",3548,157
1400000US42003474102,42003474102,"Census Tract 4741.02, Allegheny County, Pennsylvania",3724,243
1400000US42003474201,42003474201,"Census Tract 4742.01, Allegheny County, Pennsylvania",2522,148
1400000US42003474202,42003474202,"Census Tract 4742.02, Allegheny County, Pennsylvania",5081,208
1400000US42003474203,42003474203,"Census Tract 4742.03, Allegheny County, Pennsylvania",4428,163
1400000US42003475101,42003475101,"Census Tract 4751.01, Allegheny County, Pennsylvania",4439,282
1400000US42003475102,42003475102,"Census Tract 4751.02, Allegheny County, Pennsylvania",1604,85
1400000US42003475200,42003475200,"Census Tract 4752, Allegheny County, Pennsylvania",4875,260
1400000US42003475301,42003475301,"Census Tract 4753.01, Allegheny County, Pennsylvania",4633,192
1400000US42003475303,42003475303,"Census Tract 4753.03, Allegheny County, Pennsylvania",3955,144
1400000US42003475304,42003475304,"Census Tract 4753.04, Allegheny County, Pennsylvania",5733,235
1400000US42003475401,42003475401,"Census Tract 4754.01, Allegheny County, Pennsylvania",3973,230
1400000US42003475402,42003475402,"Census Tract 4754.02, Allegheny County, Pennsylvania",3126,209
1400000US42003476100,42003476100,"Census Tract 4761, Allegheny County, Pennsylvania",4854,170
1400000US42003476200,42003476200,"Census Tract 4762, Allegheny County, Pennsylvania",3463,178
1400000US42003477100,42003477100,"Census Tract 4771, Allegheny County, Pennsylvania",3685,199
1400000US42003477200,42003477200,"Census Tract 4772, Allegheny County, Pennsylvania",4349,251
1400000US42003477300,42003477300,"Census Tract 4773, Allegheny County, Pennsylvania",5897,334
1400000US42003478100,42003478100,"Census Tract 4781, Allegheny County, Pennsylvania",4326,281
1400000US42003478200,42003478200,"Census Tract 4782, Allegheny County, Pennsylvania",5299,279
1400000US42003479000,42003479000,"Census Tract 4790, Allegheny County, Pennsylvania",1987,97
1400000US42003480101,42003480101,"Census Tract 4801.01, Allegheny County, Pennsylvania",5174,321
1400000US42003480102,42003480102,"Census Tract 4801.02, Allegheny County, Pennsylvania",3054,225
1400000US42003480200,42003480200,"Census Tract 4802, Allegheny County, Pennsylvania",3696,353
1400000US42003480300,42003480300,"Census Tract 4803, Allegheny County, Pennsylvania",3269,229
1400000US42003480400,42003480400,"Census Tract 4804, Allegheny County, Pennsylvania",4598,249
1400000US42003481000,42003481000,"Census Tract 4810, Allegheny County, Pennsylvania",3400,30
1400000US42003482500,42003482500,"Census Tract 4825, Allegheny County, Pennsylvania",1798,154
1400000US42003483800,42003483800,"Census Tract 4838, Allegheny County, Pennsylvania",3157,20
1400000US42003484300,42003484300,"Census Tract 4843, Allegheny County, Pennsylvania",3266,344
1400000US42003484500,42003484500,"Census Tract 4845, Allegheny County, Pennsylvania",5877,324
1400000US42003484600,42003484600,"Census Tract 4846, Allegheny County, Pennsylvania",2212,213
1400000US42003485000,42003485000,"Census Tract 4850, Allegheny County, Pennsylvania",1278,75
1400000US42003486700,42003486700,"Census Tract 4867, Allegheny County, Pennsylvania",2401,247
1400000US42003486800,42003486800,"Census Tract 4868, Allegheny County, Pennsylvania",1745,258
1400000US42003486900,42003486900,"Census Tract 4869, Allegheny County, Pennsylvania",1412,192
1400000US42003487000,42003487000,"Census Tract 4870, Allegheny County, Pennsylvania",1821,178
1400000US42003488100,42003488100,"Census Tract 4881, Allegheny County, Pennsylvania",2149,199
1400000US42003488200,42003488200,"Census Tract 4882, Allegheny County, Pennsylvania",3617,345
1400000US42003488300,42003488300,"Census Tract 4883, Allegheny County, Pennsylvania",2207,149
1400000US42003488400,42003488400,"Census Tract 4884, Allegheny County, Pennsylvania",4194,288
1400000US42003488500,42003488500,"Census Tract 4885, Allegheny County, Pennsylvania",3076,160
1400000US42003488600,42003488600,"Census Tract 4886, Allegheny County, Pennsylvania",5028,406
1400000US42003489001,42003489001,"Census Tract 4890.01, Allegheny County, Pennsylvania",4420,139
1400000US42003489002,42003489002,"Census Tract 4890.02, Allegheny County, Pennsylvania",3871,139
1400000US42003490002,42003490002,"Census Tract 4900.02, Allegheny County, Pennsylvania",4868,292
1400000US42003490003,42003490003,"Census Tract 4900.03, Allegheny County, Pennsylvania",3658,170
1400000US42003490004,42003490004,"Census Tract 4900.04, Allegheny County, Pennsylvania",4966,235
1400000US42003491101,42003491101,"Census Tract 4911.01, Allegheny County, Pennsylvania",6337,234
1400000US42003491200,42003491200,"Census Tract 4912, Allegheny County, Pennsylvania",2097,150
1400000US42003492700,42003492700,"Census Tract 4927, Allegheny County, Pennsylvania",1982,171
1400000US42003492800,42003492800,"Census Tract 4928, Allegheny County, Pennsylvania",2609,206
1400000US42003492900,42003492900,"Census Tract 4929, Allegheny County, Pennsylvania",2161,206
1400000US42003494000,42003494000,"Census Tract 4940, Allegheny County, Pennsylvania",1397,81
1400000US42003495000,42003495000,"Census Tract 4950, Allegheny County, Pennsylvania",3369,18
1400000US42003496101,42003496101,"Census Tract 4961.01, Allegheny County, Pennsylvania",3038,131
1400000US42003496102,42003496102,"Census Tract 4961.02, Allegheny County, Pennsylvania",4444,213
1400000US42003496200,42003496200,"Census Tract 4962, Allegheny County, Pennsylvania",5815,250
